No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
8,Jahlil Okafor,C,6-10,270,"December 15, 1995",us US,R,Duke,PHI,2016
26,Phil Pressey,PG,5-11,175,"February 17, 1991",us US,2,Missouri,PHI,2016
9,JaKarr Sampson,SF,6-7,214,"March 20, 1993",us US,1,St. John's,PHI,2016
1,Ish Smith,PG,6-0,175,"July 5, 1988",us US,5,Wake Forest,PHI,2016
11,Nik Stauskas,SG,6-6,205,"October 7, 1993",ca CA,1,Michigan,PHI,2016
31,Hollis Thompson,SG,6-8,206,"April 3, 1991",us US,2,Georgetown,PHI,2016
9,Sonny Weems,SF,6-6,205,"July 8, 1986",us US,3,Arkansas,PHI,2016
35,Christian Wood,PF,6-8,214,"September 27, 1995",us US,R,UNLV,PHI,2016
1,Tony Wroten,PG,6-6,205,"April 13, 1993",us US,3,Washington,PHI,2016
23,Justin Anderson,SF,6-6,230,"November 19, 1993",us US,1,Virginia,PHI,2017
0,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us US,8,Arizona,PHI,2017
33,Robert Covington,SF,6-7,209,"December 14, 1990",us US,3,Tennessee State,PHI,2017
21,Joel Embiid,C,7-0,280,"March 16, 1994",cm CM,R,Kansas,PHI,2017
39,Jerami Grant,PF,6-7,210,"March 12, 1994",us US,2,Syracuse,PHI,2017
30,Justin Harper,PF,6-10,225,"August 30, 1989",us US,2,Richmond,PHI,2017
12,Gerald Henderson,SG,6-5,215,"December 9, 1987",us US,7,Duke,PHI,2017
22,Richaun Holmes,C,6-10,235,"October 15, 1993",us US,1,Bowling Green,PHI,2017
7,Ersan İlyasova,PF,6-9,235,"May 15, 1987",tr TR,8,,PHI,2017
36,Shawn Long,C,6-9,255,"January 29, 1993",us US,R,Louisiana,PHI,2017
20,Timothé Luwawu-Cabarrot,SF,6-7,220,"May 9, 1995",fr FR,R,,PHI,2017
1,T.J. McConnell,PG,6-1,190,"March 25, 1992",us US,1,"Duquesne, Arizona",PHI,2017
4,Nerlens Noel,C,6-10,220,"April 10, 1994",us US,2,Kentucky,PHI,2017
8,Jahlil Okafor,C,6-10,270,"December 15, 1995",us US,1,Duke,PHI,2017
5,Alex Poythress,PF,6-9,235,"September 6, 1993",us US,R,Kentucky,PHI,2017
5,Chasson Randle,PG,6-2,185,"February 5, 1993",us US,R,Stanford,PHI,2017
14,Sergio Rodríguez,PG,6-3,176,"June 12, 1986",es ES,4,,PHI,2017
9,Dario Šarić,PF,6-10,225,"April 8, 1994",hr HR,R,,PHI,2017
47,Tiago Splitter,C,6-11,245,"January 1, 1985",br BR,6,,PHI,2017
11,Nik Stauskas,SG,6-6,205,"October 7, 1993",ca CA,2,Michigan,PHI,2017
31,Hollis Thompson,SG,6-8,206,"April 3, 1991",us US,3,Georgetown,PHI,2017
1,Justin Anderson,SF,6-6,230,"November 19, 1993",us US,2,Virginia,PHI,2018
0,Jerryd Bayless,SG,6-3,200,"August 20, 1988",us US,9,Arizona,PHI,2018
18,Marco Belinelli,SG,6-5,220,"March 25, 1986",it IT,10,,PHI,2018
35,Trevor Booker,PF,6-8,228,"November 25, 1987",us US,7,Clemson,PHI,2018
33,Robert Covington,SF,6-7,209,"December 14, 1990",us US,4,Tennessee State,PHI,2018
27,Larry Drew II,PG,6-2,180,"March 5, 1990",us US,1,"UNC, UCLA",PHI,2018
21,Joel Embiid,C,7-0,280,"March 16, 1994",cm CM,1,Kansas,PHI,2018
20,Markelle Fultz,SG,6-4,209,"May 29, 1998",us US,R,Washington,PHI,2018
22,Richaun Holmes,C,6-10,235,"October 15, 1993",us US,2,Bowling Green,PHI,2018
23,Ersan İlyasova,PF,6-9,235,"May 15, 1987",tr TR,9,,PHI,2018
11,Demetrius Jackson,PG,6-1,201,"September 7, 1994",us US,1,Notre Dame,PHI,2018
5,Amir Johnson,C,6-9,240,"May 1, 1987",us US,12,,PHI,2018
30,Furkan Korkmaz,SG,6-7,202,"July 24, 1997",tr TR,R,,PHI,2018
7,Timothé Luwawu-Cabarrot,SF,6-7,220,"May 9, 1995",fr FR,1,,PHI,2018
14,James Michael McAdoo,PF,6-9,230,"January 4, 1993",us US,3,UNC,PHI,2018
12,T.J. McConnell,PG,6-1,190,"March 25, 1992",us US,2,"Duquesne, Arizona",PHI,2018
8,Jahlil Okafor,C,6-10,270,"December 15, 1995",us US,2,Duke,PHI,2018
0,Jacob Pullen,PG,6-1,200,"November 10, 1989",us US,R,Kansas State,PHI,2018
17,JJ Redick,SG,6-3,200,"June 24, 1984",us US,11,Duke,PHI,2018
9,Dario Šarić,PF,6-10,225,"April 8, 1994",hr HR,1,,PHI,2018
25,Ben Simmons,PG,6-10,240,"July 20, 1996",au AU,R,LSU,PHI,2018
11,Nik Stauskas,SG,6-6,205,"October 7, 1993",ca CA,3,Michigan,PHI,2018
8,James Young,SG,6-6,215,"August 16, 1995",us US,3,Kentucky,PHI,2018
43,Jonah Bolden,PF,6-8,220,"January 2, 1996",au AU,R,UCLA,PHI,2019
0,Corey Brewer,SF,6-9,186,"March 5, 1986",us US,11,Florida,PHI,2019
23,Jimmy Butler,SF,6-7,230,"September 14, 1989",us US,7,"Tyler Junior College, Marquette",PHI,2019
22,Wilson Chandler,PF,6-8,235,"May 10, 1987",us US,10,DePaul,PHI,2019
33,Robert Covington,SF,6-7,209,"December 14, 1990",us US,5,Tennessee State,PHI,2019
21,Joel Embiid,C,7-0,280,"March 16, 1994",cm CM,2,Kansas,PHI,2019
11,James Ennis III,SF,6-6,215,"July 1, 1990",us US,4,Cal State Long Beach,PHI,2019
20,Markelle Fultz,SG,6-4,209,"May 29, 1998",us US,1,Washington,PHI,2019
33,Tobias Harris,PF,6-8,226,"July 15, 1992",us US,7,Tennessee,PHI,2019
7,Haywood Highsmith,SF,6-7,220,"December 9, 1996",us US,R,Wheeling University,PHI,2019
11,Demetrius Jackson,PG,6-1,201,"September 7, 1994",us US,2,Notre Dame,PHI,2019
5,Amir Johnson,C,6-9,240,"May 1, 1987",us US,13,,PHI,2019
30,Furkan Korkmaz,SG,6-7,202,"July 24, 1997",tr TR,1,,PHI,2019
51,Boban Marjanović,C,7-4,290,"August 15, 1988",rs RS,3,,PHI,2019
12,T.J. McConnell,PG,6-1,190,"March 25, 1992",us US,3,"Duquesne, Arizona",PHI,2019
18,Shake Milton,SG,6-5,205,"September 26, 1996",us US,R,SMU,PHI,2019
55,Greg Monroe,C,6-11,265,"June 4, 1990",us US,8,Georgetown,PHI,2019
31,Mike Muscala,PF,6-10,240,"July 1, 1991",us US,5,Bucknell,PHI,2019
0,Justin Patton,C,6-11,241,"June 14, 1997",us US,1,Creighton,PHI,2019
17,JJ Redick,SG,6-3,200,"June 24, 1984",us US,12,Duke,PHI,2019
9,Dario Šarić,PF,6-10,225,"April 8, 1994",hr HR,2,,PHI,2019
1,Mike Scott,PF,6-7,237,"July 16, 1988",us US,6,Virginia,PHI,2019
"1, 23",Landry Shamet,SG,6-4,190,"March 13, 1997",us US,R,Wichita State,PHI,2019
25,Ben Simmons,PG,6-10,240,"July 20, 1996",au AU,1,LSU,PHI,2019
14,Jonathon Simmons,SF,6-6,195,"September 14, 1989",us US,3,Houston,PHI,2019
8,Zhaire Smith,SG,6-3,205,"June 4, 1999",us US,R,Texas Tech,PHI,2019
43,Jonah Bolden,C,6-8,220,"January 2, 1996",au AU,1,UCLA,PHI,2020
23,Trey Burke,PG,6-0,185,"November 12, 1992",us US,6,Michigan,PHI,2020
20,Alec Burks,SG,6-6,214,"July 20, 1991",us US,8,Colorado,PHI,2020
21,Joel Embiid,C,7-0,280,"March 16, 1994",cm CM,3,Kansas,PHI,2020
11,James Ennis III,SF,6-6,215,"July 1, 1990",us US,5,Cal State Long Beach,PHI,2020
12,Tobias Harris,PF,6-8,226,"July 15, 1992",us US,8,Tennessee,PHI,2020
42,Al Horford,C,6-9,240,"June 3, 1986",do DO,12,Florida,PHI,2020
30,Furkan Korkmaz,SG,6-7,202,"July 24, 1997",tr TR,2,,PHI,2020
18,Shake Milton,SG,6-5,205,"September 26, 1996",us US,1,SMU,PHI,2020
19,Raul Neto,PG,6-1,180,"May 19, 1992",br BR,4,,PHI,2020
9,Kyle O'Quinn,C,6-9,250,"March 26, 1990",us US,7,Norfolk State,PHI,2020
14,Norvel Pelle,C,6-10,231,"February 3, 1993",ag AG,R,,PHI,2020
0,Josh Richardson,SG,6-5,200,"September 15, 1993",us US,4,Tennessee,PHI,2020
40,Glenn Robinson III,SF,6-6,222,"January 8, 1994",us US,5,Michigan,PHI,2020
1,Mike Scott,PF,6-7,237,"July 16, 1988",us US,7,Virginia,PHI,2020
35,Marial Shayok,SG,6-5,198,"July 26, 1995",ca CA,R,"Virginia, Iowa State",PHI,2020
25,Ben Simmons,PG,6-10,240,"July 20, 1996",au AU,2,LSU,PHI,2020
5,Zhaire Smith,SF,6-3,205,"June 4, 1999",us US,1,Texas Tech,PHI,2020
22,Matisse Thybulle,SG,6-5,201,"March 4, 1997",us US,R,Washington,PHI,2020
11,Tony Bradley,C,6-10,248,"January 8, 1998",us US,3,UNC,PHI,2021
17,Ignas Brazdeikis,SF,6-6,221,"January 8, 1999",lt LT,1,Michigan,PHI,2021
11,Gary Clark,PF,6-6,225,"November 16, 1994",us US,2,Cincinnati,PHI,2021
31,Seth Curry,SG,6-1,185,"August 23, 1990",us US,6,"Liberty, Duke",PHI,2021
21,Joel Embiid,C,7-0,280,"March 16, 1994",cm CM,4,Kansas,PHI,2021
23,Terrance Ferguson,SG,6-6,190,"May 17, 1998",us US,3,,PHI,2021
14,Danny Green,SF,6-6,215,"June 22, 1987",us US,11,UNC,PHI,2021
12,Tobias Harris,PF,6-8,226,"July 15, 1992",us US,9,Tennessee,PHI,2021
33,George Hill,PG,6-4,188,"May 4, 1986",us US,12,IUPUI,PHI,2021
39,Dwight Howard,C,6-10,265,"December 8, 1985",us US,16,,PHI,2021
7,Isaiah Joe,SG,6-4,165,"July 2, 1999",us US,R,Arkansas,PHI,2021
5,Mason Jones,SG,6-4,200,"July 21, 1998",us US,R,"Connors State College, Arkansas",PHI,2021
30,Furkan Korkmaz,SG,6-7,202,"July 24, 1997",tr TR,3,,PHI,2021
33,Dakota Mathias,SG,6-4,200,"July 11, 1995",us US,R,Purdue,PHI,2021
0,Tyrese Maxey,SG,6-2,200,"November 4, 2000",us US,R,Kentucky,PHI,2021
18,Shake Milton,SG,6-5,205,"September 26, 1996",us US,2,SMU,PHI,2021
17,Vincent Poirier,C,7-0,235,"October 17, 1993",fr FR,1,,PHI,2021
44,Paul Reed,PF,6-9,210,"June 14, 1999",us US,R,DePaul,PHI,2021
1,Mike Scott,PF,6-7,237,"July 16, 1988",us US,8,Virginia,PHI,2021
25,Ben Simmons,PG,6-10,240,"July 20, 1996",au AU,3,LSU,PHI,2021
22,Matisse Thybulle,SG,6-5,201,"March 4, 1997",us US,1,Washington,PHI,2021
43,Anthony Tolliver,PF,6-8,240,"June 1, 1985",us US,12,Creighton,PHI,2021
9,Rayjon Tucker,PG,6-3,209,"September 24, 1997",us US,1,"Florida Gulf Coast, Little Rock",PHI,2021
23,Charles Bassey,C,6-10,235,"October 28, 2000",ng NG,R,Western Kentucky,PHI,2022
16,Charlie Brown Jr.,SG,6-6,199,"February 2, 1997",us US,2,Saint Joseph's,PHI,2022
0,Willie Cauley-Stein,C,7-0,240,"August 18, 1993",us US,6,Kentucky,PHI,2022
31,Seth Curry,SG,6-1,185,"August 23, 1990",us US,7,"Liberty, Duke",PHI,2022
1,Andre Drummond,C,6-11,279,"August 10, 1993",us US,9,UConn,PHI,2022
21,Joel Embiid,C,7-0,280,"March 16, 1994",cm CM,5,Kansas,PHI,2022
14,Danny Green,SF,6-6,215,"June 22, 1987",us US,12,UNC,PHI,2022
1,James Harden,PG,6-5,220,"August 26, 1989",us US,12,Arizona State,PHI,2022
12,Tobias Harris,PF,6-8,226,"July 15, 1992",us US,10,Tennessee,PHI,2022
50,Aaron Henry,SF,6-6,210,"August 30, 1999",us US,R,Michigan State,PHI,2022
7,Isaiah Joe,SG,6-4,165,"July 2, 1999",us US,1,Arkansas,PHI,2022
8,Tyler Johnson,PG,6-3,186,"May 7, 1992",us US,7,Fresno State,PHI,2022
9,DeAndre Jordan,C,6-11,265,"July 21, 1988",us US,13,Texas A&M,PHI,2022
17,Braxton Key,SF,6-8,230,"February 14, 1997",us US,R,"Alabama, Virginia",PHI,2022
30,Furkan Korkmaz,SG,6-7,202,"July 24, 1997",tr TR,4,,PHI,2022
0,Tyrese Maxey,PG,6-2,200,"November 4, 2000",us US,1,Kentucky,PHI,2022
8,Paul Millsap,C,6-7,257,"February 10, 1985",us US,15,Louisiana Tech,PHI,2022
18,Shake Milton,SG,6-5,205,"September 26, 1996",us US,3,SMU,PHI,2022
20,Georges Niang,PF,6-7,230,"June 17, 1993",us US,5,Iowa State,PHI,2022
5,Myles Powell,PG,6-2,195,"July 7, 1997",us US,R,Seton Hall,PHI,2022
44,Paul Reed,C,6-9,210,"June 14, 1999",us US,1,DePaul,PHI,2022
11,Jaden Springer,SG,6-4,204,"September 25, 2002",us US,R,Tennessee,PHI,2022
22,Matisse Thybulle,SG,6-5,201,"March 4, 1997",us US,2,Washington,PHI,2022
55,Julian Champagnie,SF,6-8,220,"June 29, 2001",us US,R,St. John's,PHI,2023
14,Dewayne Dedmon,C,7-0,245,"August 12, 1989",us US,9,USC,PHI,2023
21,Joel Embiid,C,7-0,280,"March 16, 1994",cm CM,6,Kansas,PHI,2023
35,Michael Foster Jr.,PF,6-8,250,"January 16, 2003",us US,R,,PHI,2023
1,James Harden,PG,6-5,220,"August 26, 1989",us US,13,Arizona State,PHI,2023
5,Montrezl Harrell,C,6-7,240,"January 26, 1994",us US,7,Louisville,PHI,2023
12,Tobias Harris,SF,6-8,226,"July 15, 1992",us US,11,Tennessee,PHI,2023
25,Danuel House Jr.,SF,6-6,220,"June 7, 1993",us US,6,Texas A&M,PHI,2023
23,Louis King,PF,6-7,205,"April 6, 1999",us US,3,Oregon,PHI,2023
30,Furkan Korkmaz,SG,6-7,202,"July 24, 1997",tr TR,5,,PHI,2023
9,Saben Lee,PG,6-2,183,"June 23, 1999",us US,2,Vanderbilt,PHI,2023
0,Tyrese Maxey,SG,6-2,200,"November 4, 2000",us US,2,Kentucky,PHI,2023
9,Mac McClung,SG,6-2,185,"January 6, 1999",us US,1,"Georgetown, Texas Tech",PHI,2023
7,Jalen McDaniels,SF,6-9,205,"January 31, 1998",us US,3,San Diego State,PHI,2023
8,De'Anthony Melton,SG,6-2,200,"May 28, 1998",us US,4,USC,PHI,2023
18,Shake Milton,SG,6-5,205,"September 26, 1996",us US,4,SMU,PHI,2023
20,Georges Niang,PF,6-7,230,"June 17, 1993",us US,6,Iowa State,PHI,2023
44,Paul Reed,C,6-9,210,"June 14, 1999",us US,2,DePaul,PHI,2023
11,Jaden Springer,SG,6-4,204,"September 25, 2002",us US,1,Tennessee,PHI,2023
22,Matisse Thybulle,SF,6-5,201,"March 4, 1997",us US,3,Washington,PHI,2023
17,P.J. Tucker,PF,6-5,245,"May 5, 1985",us US,11,Texas,PHI,2023
"5, 7",Mo Bamba,C,7-0,231,"May 12, 1998",us US,5,Texas,PHI,2024
40,Nicolas Batum,PF,6-8,230,"December 14, 1988",fr FR,15,,PHI,2024
25,Darius Bazley,PF,6-8,208,"June 12, 2000",us US,4,,PHI,2024
22,Patrick Beverley,PG,6-2,180,"July 12, 1988",us US,11,Arkansas,PHI,2024
16,Ricky Council IV,SG,6-6,205,"August 3, 2001",us US,R,"Wichita State, Arkansas",PHI,2024
33,Robert Covington,SF,6-7,209,"December 14, 1990",us US,10,Tennessee State,PHI,2024
11,Jeff Dowtin,PG,6-3,185,"May 10, 1997",us US,2,Rhode Island,PHI,2024
21,Joel Embiid,C,7-0,280,"March 16, 1994",cm CM,7,Kansas,PHI,2024
14,Danny Green,SG,6-6,215,"June 22, 1987",us US,14,UNC,PHI,2024
12,Tobias Harris,PF,6-8,226,"July 15, 1992",us US,12,Tennessee,PHI,2024
17,Buddy Hield,SG,6-4,220,"December 17, 1992",bs BS,7,Oklahoma,PHI,2024
25,Danuel House Jr.,SF,6-6,220,"June 7, 1993",us US,7,Texas A&M,PHI,2024
30,Furkan Korkmaz,SG,6-7,202,"July 24, 1997",tr TR,6,,PHI,2024
35,Kenneth Lofton Jr.,PF,6-7,275,"August 14, 2002",us US,1,Louisiana Tech,PHI,2024
7,Kyle Lowry,PG,6-0,196,"March 25, 1986",us US,17,Villanova,PHI,2024
1,KJ Martin,SF,6-6,215,"January 6, 2001",us US,3,,PHI,2024
0,Tyrese Maxey,PG,6-2,200,"November 4, 2000",us US,3,Kentucky,PHI,2024
8,De'Anthony Melton,SG,6-2,200,"May 28, 1998",us US,5,USC,PHI,2024
5,Marcus Morris,PF,6-8,218,"September 2, 1989",us US,12,Kansas,PHI,2024
9,Kelly Oubre Jr.,SF,6-7,203,"December 9, 1995",us US,8,Kansas,PHI,2024
22,Cameron Payne,PG,6-3,183,"August 8, 1994",us US,8,Murray State,PHI,2024
33,Filip Petrušev,C,6-11,234,"April 15, 2000",rs RS,R,Gonzaga,PHI,2024
44,Paul Reed,C,6-9,210,"June 14, 1999",us US,3,DePaul,PHI,2024
39,Javonte Smart,PG,6-4,205,"June 3, 1999",us US,1,LSU,PHI,2024
23,Terquavion Smith,PG,6-4,165,"December 31, 2002",us US,R,NC State,PHI,2024
11,Jaden Springer,SG,6-4,204,"September 25, 2002",us US,2,Tennessee,PHI,2024
17,P.J. Tucker,PF,6-5,245,"May 5, 1985",us US,12,Texas,PHI,2024
20,D.J. Wilson,PF,6-10,231,"February 19, 1996",us US,5,Michigan,PHI,2024
40,Corie Blount,PF,6-9,240,"January 4, 1969",us US,7,Cincinnati,PHX,2001
8,Vinny Del Negro,PG,6-4,185,"August 9, 1966",us US,10,NC State,PHX,2001
0,Tony Delk,SG,6-1,189,"January 28, 1974",us US,4,Kentucky,PHX,2001
14,Chris Dudley,C,6-11,235,"February 22, 1965",us US,13,Yale,PHX,2001
17,Mario Elie,SG,6-5,210,"November 26, 1963",us US,10,American International College,PHX,2001
21,Rubén Garcés,PF,6-9,245,"October 17, 1973",pa PA,R,Providence,PHX,2001
24,Tom Gugliotta,PF,6-10,240,"December 19, 1969",us US,8,NC State,PHX,2001
1,Anfernee Hardaway,SG,6-7,195,"July 18, 1971",us US,7,Memphis,PHX,2001
32,Jason Kidd,PG,6-4,205,"March 23, 1973",us US,6,California,PHX,2001
31,Shawn Marion,SF,6-7,220,"May 7, 1978",us US,1,"Vincennes University, UNLV",PHX,2001
23,Paul McPherson,PG,6-4,210,"July 3, 1978",us US,R,DePaul,PHX,2001
2,Elliot Perry,PG,6-0,150,"March 28, 1969",us US,8,Memphis,PHX,2001
30,Clifford Robinson,PF,6-10,225,"December 16, 1966",us US,11,UConn,PHX,2001
54,Rodney Rogers,SF,6-7,235,"June 20, 1971",us US,7,Wake Forest,PHX,2001
15,Daniel Santiago,C,7-1,256,"June 24, 1976",us US,R,"New Mexico, Saint Vincent College",PHX,2001
25,Jake Tsakalidis,C,7-2,285,"June 10, 1979",ge GE,R,,PHX,2001
14,Charlie Bell,SG,6-3,200,"March 12, 1979",us US,R,Michigan State,PHX,2002
26,Jud Buechler,SF,6-6,220,"June 19, 1968",us US,11,Arizona,PHX,2002
11,Joe Crispin,PG,6-0,185,"July 18, 1979",us US,R,Penn State,PHX,2002
15,Vinny Del Negro,PG,6-4,185,"August 9, 1966",us US,11,NC State,PHX,2002
0,Tony Delk,SG,6-1,189,"January 28, 1974",us US,5,Kentucky,PHX,2002
4,Alton Ford,PF,6-9,275,"May 29, 1981",us US,R,Houston,PHX,2002
24,Tom Gugliotta,PF,6-10,240,"December 19, 1969",us US,9,NC State,PHX,2002
1,Anfernee Hardaway,SG,6-7,195,"July 18, 1971",us US,8,Memphis,PHX,2002
2,Joe Johnson,SG,6-7,240,"June 29, 1981",us US,R,Arkansas,PHX,2002
9,Dan Majerle,SG,6-6,215,"September 9, 1965",us US,13,Central Michigan University,PHX,2002
3,Stephon Marbury,PG,6-2,180,"February 20, 1977",us US,5,Georgia Tech,PHX,2002
31,Shawn Marion,SF,6-7,220,"May 7, 1978",us US,2,"Vincennes University, UNLV",PHX,2002
45,Bo Outlaw,PF,6-8,210,"April 13, 1971",us US,8,"South Plains College, Houston",PHX,2002
10,Milt Palacio,SG,6-3,195,"February 7, 1978",us US,2,"Midland College, Colorado State",PHX,2002
54,Rodney Rogers,SF,6-7,235,"June 20, 1971",us US,8,Wake Forest,PHX,2002
55,Daniel Santiago,C,7-1,256,"June 24, 1976",us US,1,"New Mexico, Saint Vincent College",PHX,2002
25,Jake Tsakalidis,C,7-2,285,"June 10, 1979",ge GE,1,,PHX,2002
43,Jake Voskuhl,C,6-11,245,"November 1, 1977",us US,1,UConn,PHX,2002
22,John Wallace,SF,6-8,225,"February 9, 1974",us US,5,Syracuse,PHX,2002
0,Randy Brown,PG,6-2,190,"May 22, 1968",us US,11,"Houston, New Mexico State",PHX,2003
4,Alton Ford,PF,6-9,275,"May 29, 1981",us US,1,Houston,PHX,2003
24,Tom Gugliotta,PF,6-10,240,"December 19, 1969",us US,10,NC State,PHX,2003
1,Anfernee Hardaway,SG,6-7,195,"July 18, 1971",us US,9,Memphis,PHX,2003
23,Casey Jacobsen,SF,6-6,215,"March 19, 1981",us US,R,Stanford,PHX,2003
2,Joe Johnson,SG,6-7,240,"June 29, 1981",us US,1,Arkansas,PHX,2003
14,Dan Langhi,SF,6-11,220,"November 28, 1977",us US,2,Vanderbilt,PHX,2003
3,Stephon Marbury,PG,6-2,180,"February 20, 1977",us US,6,Georgia Tech,PHX,2003
31,Shawn Marion,SF,6-7,220,"May 7, 1978",us US,3,"Vincennes University, UNLV",PHX,2003
45,Bo Outlaw,C,6-8,210,"April 13, 1971",us US,9,"South Plains College, Houston",PHX,2003
32,Amar'e Stoudemire,PF,6-10,245,"November 16, 1982",us US,R,,PHX,2003
25,Jake Tsakalidis,C,7-2,285,"June 10, 1979",ge GE,2,,PHX,2003
43,Jake Voskuhl,C,6-11,245,"November 1, 1977",us US,2,UConn,PHX,2003
47,Scott Williams,C,6-10,230,"March 21, 1968",us US,12,UNC,PHX,2003
21,Robert Archibald,PF,6-11,250,"March 29, 1980",gb GB,1,Illinois,PHX,2004
10,Leandro Barbosa,PG,6-3,194,"November 28, 1982",br BR,R,,PHX,2004
11,Žarko Čabarkapa,PF,6-11,235,"May 21, 1981",rs RS,R,,PHX,2004
12,Howard Eisley,PG,6-2,177,"December 4, 1972",us US,9,Boston College,PHX,2004
24,Tom Gugliotta,PF,6-10,240,"December 19, 1969",us US,11,NC State,PHX,2004
1,Anfernee Hardaway,SG,6-7,195,"July 18, 1971",us US,10,Memphis,PHX,2004
4,Donnell Harvey,PF,6-8,220,"August 26, 1980",us US,3,Florida,PHX,2004
23,Casey Jacobsen,SF,6-6,215,"March 19, 1981",us US,1,Stanford,PHX,2004
2,Joe Johnson,SG,6-7,240,"June 29, 1981",us US,2,Arkansas,PHX,2004
22,Brevin Knight,PG,5-10,173,"November 8, 1975",us US,6,Stanford,PHX,2004
30,Maciej Lampe,C,6-11,275,"February 5, 1985",pl PL,R,,PHX,2004
3,Stephon Marbury,PG,6-2,180,"February 20, 1977",us US,7,Georgia Tech,PHX,2004
31,Shawn Marion,SF,6-7,220,"May 7, 1978",us US,4,"Vincennes University, UNLV",PHX,2004
14,Antonio McDyess,PF,6-9,220,"September 7, 1974",us US,7,Alabama,PHX,2004
32,Amar'e Stoudemire,PF,6-10,245,"November 16, 1982",us US,1,,PHX,2004
15,Cezary Trybański,C,7-2,240,"September 22, 1979",pl PL,1,,PHX,2004
43,Jake Voskuhl,C,6-11,245,"November 1, 1977",us US,3,UConn,PHX,2004
55,Jahidi White,C,6-9,290,"February 19, 1976",us US,5,Georgetown,PHX,2004
47,Scott Williams,C,6-10,230,"March 21, 1968",us US,13,UNC,PHX,2004
10,Leandro Barbosa,PG,6-3,194,"November 28, 1982",br BR,1,,PHX,2005
11,Žarko Čabarkapa,PF,6-11,235,"May 21, 1981",rs RS,1,,PHX,2005
45,Steven Hunter,C,7-0,220,"October 31, 1981",us US,3,DePaul,PHX,2005
21,Jim Jackson,SF,6-6,220,"October 14, 1970",us US,12,Ohio State,PHX,2005
23,Casey Jacobsen,SF,6-6,215,"March 19, 1981",us US,2,Stanford,PHX,2005
2,Joe Johnson,SF,6-7,240,"June 29, 1981",us US,3,Arkansas,PHX,2005
30,Maciej Lampe,C,6-11,275,"February 5, 1985",pl PL,1,,PHX,2005
31,Shawn Marion,PF,6-7,220,"May 7, 1978",us US,5,"Vincennes University, UNLV",PHX,2005
0,Walter McCarty,PF,6-10,230,"February 1, 1974",us US,8,Kentucky,PHX,2005
13,Steve Nash,PG,6-3,195,"February 7, 1974",za ZA,8,Santa Clara,PHX,2005
46,Bo Outlaw,PF,6-8,210,"April 13, 1971",us US,11,"South Plains College, Houston",PHX,2005
1,Smush Parker,PG,6-4,190,"June 1, 1981",us US,1,Fordham,PHX,2005
3,Quentin Richardson,SG,6-6,223,"April 13, 1980",us US,4,DePaul,PHX,2005
17,Paul Shirley,PF,6-10,230,"December 23, 1977",us US,2,Iowa State,PHX,2005
32,Amar'e Stoudemire,C,6-10,245,"November 16, 1982",us US,2,,PHX,2005
1,Yuta Tabuse,PG,5-9,165,"October 5, 1980",jp JP,R,Brigham Young University Hawaii,PHX,2005
43,Jake Voskuhl,C,6-11,245,"November 1, 1977",us US,4,UConn,PHX,2005
4,Jackson Vroman,PF,6-10,220,"June 6, 1981",us US,R,Iowa State,PHX,2005
10,Leandro Barbosa,SG,6-3,194,"November 28, 1982",br BR,2,,PHX,2006
12,Andre Barrett,PG,5-10,172,"February 21, 1982",us US,1,Seton Hall,PHX,2006
19,Raja Bell,SG,6-5,204,"September 19, 1976",vi VI,5,"Boston University, Florida International University",PHX,2006
11,Pat Burke,C,6-11,250,"December 14, 1973",ie IE,1,Auburn,PHX,2006
15,Josh Davis,PF,6-8,235,"August 10, 1980",us US,2,Wyoming,PHX,2006
3,Boris Diaw,PF,6-8,250,"April 16, 1982",fr FR,2,,PHX,2006
23,Sharrod Ford,PF,6-9,225,"January 9, 1982",us US,R,Clemson,PHX,2006
55,Brian Grant,C,6-9,254,"March 5, 1972",us US,11,Xavier,PHX,2006
50,Eddie House,PG,6-1,180,"May 14, 1978",us US,5,Arizona State,PHX,2006
21,Jim Jackson,SF,6-6,220,"October 14, 1970",us US,13,Ohio State,PHX,2006
22,James Jones,SF,6-8,218,"October 4, 1980",us US,2,Miami (FL),PHX,2006
31,Shawn Marion,PF,6-7,220,"May 7, 1978",us US,6,"Vincennes University, UNLV",PHX,2006
13,Steve Nash,PG,6-3,195,"February 7, 1974",za ZA,9,Santa Clara,PHX,2006
32,Amar'e Stoudemire,C,6-10,245,"November 16, 1982",us US,3,,PHX,2006
40,Kurt Thomas,C,6-9,230,"October 4, 1972",us US,10,TCU,PHX,2006
2,Tim Thomas,PF,6-10,230,"February 26, 1977",us US,8,Villanova,PHX,2006
1,Dijon Thompson,SG,6-7,195,"February 23, 1983",us US,R,UCLA,PHX,2006
15,Nikoloz Tskitishvili,SF,7-0,225,"April 14, 1983",ge GE,3,,PHX,2006
2,Marcus Banks,PG,6-2,200,"November 19, 1981",us US,3,"Dixie State (UT), UNLV",PHX,2007
10,Leandro Barbosa,SG,6-3,194,"November 28, 1982",br BR,3,,PHX,2007
19,Raja Bell,SG,6-5,204,"September 19, 1976",vi VI,6,"Boston University, Florida International University",PHX,2007
11,Pat Burke,C,6-11,250,"December 14, 1973",ie IE,2,Auburn,PHX,2007
